"article";"img_number";"problem";"bid"
"LO10016101:2002_44:6";"253";"Missing reference in file 2";"LO10065008"
"LO10016101:2002_44:6";"253";"Missing reference in file 2";"BRI0338852"
"LO10016101:2002_44:6";"253";"Missing reference in file 2";"TSA0006222"
"LO10016101:2002_44:6";"253";"Missing reference in file 2";"RMS2353992"
"LO10016101:2002_44:6";"253";"Missing reference in file 1";"VIA0001250"
"LO10016101:2002_44:6";"253";"Missing reference in file 1";"CFI0154020"
"LO10016101:2002_44:6";"253";"Missing reference in file 1";"CFI0177967"
"LO10016101:2002_44:6";"253";"Missing reference in file 1";"LO10016101"
"LO10016101:2002_44:6";"253";"Missing reference in file 1";"VEA0011907"
"LO10016101:2002_44:6";"253";"Missing reference in file 1";"SBL0571077"
"LO10016101:2002_44:6";"253";"Missing reference in file 1";"CFI0015451"
"LO10016101:2002_44:6";"253";"Missing reference in file 1";"LO10015953"
"LO10016101:2002_44:6";"253";"Missing reference in file 1";"CFI0032963"
"LO10016101:2002_44:6";"253";"Missing reference in file 1";"PUV0157430"
"LO10016101:2002_44:6";"253";"Missing reference in file 1";"TO01553970"
"LO10016101:2002_44:6";"253";"Missing reference in file 1";"SBL0436673"
"LO10016101:2002_44:6";"253";"Missing reference in file 1";"TO10008347"
"LO10016101:2002_44:6";"253";"Missing reference in file 1";"PAL0098019"
"LO10016101:2002_44:6";"253";"Missing reference in file 1";"VEA0104356"
"LO10016101:2002_44:6";"254";"Missing reference in file 1";"VEA0011907"
"LO10016101:2002_44:6";"254";"Missing reference in file 1";"SBL0571077"
"LO10016101:2002_44:6";"254";"Missing reference in file 1";"VEA0043227"
"LO10016101:2002_44:6";"254";"Missing reference in file 1";"VEA0073063"
"LO10016101:2002_44:6";"255";"Missing reference in file 2";"VEA0044123"
"LO10016101:2002_44:6";"255";"Missing reference in file 1";"CFI0119298"
"LO10016101:2002_44:6";"255";"Missing reference in file 1";"LO10010557"
"LO10016101:2002_44:6";"255";"Missing reference in file 1";"LO10016101"
"LO10016101:2002_44:6";"255";"Missing reference in file 1";"BAS0261665"
"LO10016101:2002_44:6";"255";"Missing reference in file 1";"LO10010853"
"LO10016101:2002_44:6";"255";"Missing reference in file 1";"BRI0024455"
"LO10016101:2002_44:6";"255-256";"Missing page in file 1";""
"LO10016101:2002_44:6";"256";"Missing reference in file 2";"VEA0044123"
"LO10016101:2002_44:6";"256";"Missing reference in file 2";"VIA0013504"
"LO10016101:2002_44:6";"256";"Missing reference in file 2";"CFI0052026"
"LO10016101:2002_44:6";"256";"Missing reference in file 1";"SBL0055550"
"LO10016101:2002_44:6";"256";"Missing reference in file 1";"RAV0079698"
"LO10016101:2002_44:6";"256";"Missing reference in file 1";"RAV0308092"
"LO10016101:2002_44:6";"256";"Missing reference in file 1";"SBL0327699"
"LO10016101:2002_44:6";"256";"Missing reference in file 1";"CFI0016171"
"LO10016101:2002_44:6";"256";"Missing reference in file 1";"UFI0515606"
"LO10016101:2002_44:6";"256";"Missing reference in file 1";"LO10312772"
"LO10016101:2002_44:6";"256";"Missing reference in file 1";"VEA0035573"
"LO10016101:2002_44:6";"256";"Missing reference in file 1";"VIA0082968"
"LO10016101:2002_44:6";"257";"Missing reference in file 1";"VEA0011907"
"LO10016101:2002_44:6";"257";"Missing reference in file 1";"SBL0571077"
"LO10016101:2002_44:6";"257";"Missing reference in file 1";"VEA0037263"
"LO10016101:2002_44:6";"257";"Missing reference in file 1";"TO01885958"
"LO10016101:2002_44:6";"257";"Missing reference in file 1";"FER0168295"
"LO10016101:2002_44:6";"257";"Missing reference in file 1";"VEA0050682"
"LO10016101:2002_44:6";"257";"Missing reference in file 1";"VEA0050684"
"LO10016101:2002_44:6";"257";"Missing reference in file 1";"LO10341772"
"LO10016101:2002_44:6";"258";"Missing reference in file 2";"RAV0146811"
"LO10016101:2002_44:6";"258";"Missing reference in file 2";"UMC0096665"
"LO10016101:2002_44:6";"258";"Missing reference in file 1";"PUV0499617"
"LO10016101:2002_44:6";"258";"Missing reference in file 1";"SBL0606462"
"LO10016101:2002_44:6";"258";"Missing reference in file 1";"RAV0146806"
"LO10016101:2002_44:6";"258";"Missing reference in file 1";""
"LO10016101:2002_44:6";"259";"Missing reference in file 2";"PUV1045056"
"LO10016101:2002_44:6";"259";"Missing reference in file 2";"PUV1045092"
"LO10016101:2002_44:6";"259";"Missing reference in file 1";"SBL0170621"
"LO10016101:2002_44:6";"259";"Missing reference in file 1";"SBL0339555"
"LO10016101:2002_44:6";"259";"Missing reference in file 1";"VIA0043012"
"LO10016101:2002_44:6";"259";"Missing reference in file 1";"CFI0074550"
"LO10016101:2002_44:6";"259";"Missing reference in file 1";"VEA0018129"
"LO10016101:2002_44:6";"259";"Missing reference in file 1";"PUV0499617"
"LO10016101:2002_44:6";"259";"Missing reference in file 1";"SBL0522026"
"LO10016101:2002_44:6";"259";"Missing reference in file 1";"PUV0113971"
"LO10016101:2002_44:6";"259";"Missing reference in file 1";"CFI0270631"
"LO10016101:2002_44:6";"259";"Missing reference in file 1";"PUV0026955"
"LO10016101:2002_44:6";"259";"Missing reference in file 1";"PUV0668789"
"LO10016101:2002_44:6";"259";"Missing reference in file 1";"TO00194417"
"LO10016101:2002_44:6";"259";"Missing reference in file 1";"CFI0012931"
"LO10016101:2002_44:6";"259";"Missing reference in file 1";"SBL0606462"
"LO10016101:2002_44:6";"259";"Missing reference in file 1";"RAV0146806"
"LO10016101:2002_44:6";"259";"Missing reference in file 1";"SBL0339555"
"LO10016101:2002_44:6";"259";"Missing reference in file 1";"SBL0606462"
"LO10016101:2002_44:6";"259";"Missing reference in file 1";"RAV0146806"
"LO10016101:2002_44:6";"260";"Missing reference in file 2";"VEAE000029"
"LO10016101:2002_44:6";"260";"Missing reference in file 2";"CFI0019568"
"LO10016101:2002_44:6";"260";"Missing reference in file 2";"MOD0399385"
"LO10016101:2002_44:6";"260";"Missing reference in file 2";"VEA1005424"
"LO10016101:2002_44:6";"260";"Missing reference in file 1";"MILE001939"
"LO10016101:2002_44:6";"260";"Missing reference in file 1";"TO00188653"
"LO10016101:2002_44:6";"260";"Missing reference in file 1";"TSA1294899"
"LO10016101:2002_44:6";"260";"Missing reference in file 1";"PUVE011358"
"LO10016101:2002_44:6";"260";"Missing reference in file 1";"VEAE000026"
"LO10016101:2002_44:6";"260";"Missing reference in file 1";"MIL0498568"
"LO10016101:2002_44:6";"260";"Missing reference in file 1";"SBL0255590"
"LO10016101:2002_44:6";"260";"Missing reference in file 1";"T\ICCU\SBL\0522026"
"LO10016101:2002_44:6";"260";"Missing reference in file 1";"PUV0113971"
"LO10016101:2002_44:6";"260";"Missing reference in file 1";"SBL0054795"
"LO10016101:2002_44:6";"260";"Missing reference in file 1";"SBL0606462"
"LO10016101:2002_44:6";"260";"Missing reference in file 1";"RAV0146806"
"LO10016101:2002_44:6";"260";"Missing reference in file 1";"PUV1150394"
"LO10016101:2002_44:6";"260";"Missing reference in file 1";"NAP0095201"
"LO10016101:2002_44:6";"260";"Missing reference in file 1";"VEA0026830"
"LO10016101:2002_44:6";"260";"Missing reference in file 1";"CFI0019403"
"LO10016101:2002_44:6";"260";"Missing reference in file 1";"MOD0399374"
"LO10016101:2002_44:6";"260";"Missing reference in file 1";"TO00689897"
"LO10016101:2002_44:6";"260";"Missing reference in file 1";"BVE0542698"
"LO10016101:2002_44:6";"260";"Missing reference in file 1";"TO00189695"
"LO10016101:2002_44:6";"260";"Missing reference in file 1";"LO11215455"
"LO10016101:2002_44:6";"260";"Missing reference in file 1";"TSA0929271"
"LO10016101:2002_44:6";"260";"Missing reference in file 1";"PUV0891152"
"LO10016101:2002_44:6";"263";"Missing reference in file 2";"RMLE030731"
"LO10016101:2002_44:6";"263";"Missing reference in file 2";"RML0059188"
"LO10016101:2002_44:6";"263";"Missing reference in file 1";"TSAE013984"
"LO10016101:2002_44:6";"263";"Missing reference in file 1";"TSAE004754"
"LO10016101:2002_44:6";"263";"Missing reference in file 1";"BVE0600545"
"LO10016101:2002_44:6";"263";"Missing reference in file 1";"NAP0542648"
"LO10016101:2002_44:6";"263";"Missing reference in file 1";"UFI0403381"
"LO10016101:2002_44:6";"263";"Missing reference in file 1";"SBL0170621"
"LO10016101:2002_44:6";"264";"Missing reference in file 1";"SBL0453600"
"LO10016101:2002_44:6";"264";"Missing reference in file 1";"VIAE033055"
"LO10016101:2002_44:6";"265";"Missing reference in file 2";"UFI0239737"
"LO10016101:2002_44:6";"265";"Missing reference in file 2";"UFI0239739"
"LO10016101:2002_44:6";"265";"Missing reference in file 1";"SBL0157981"
"LO10016101:2002_44:6";"da nota 26 (da finire)";"Missing page in file 1";""
"LO10016101:1991_22:5";"131";"Missing reference in file 2";"LO10362252"
"LO10016101:1991_22:5";"131";"Missing reference in file 1";"CFI0016927"
"LO10016101:1991_22:5";"131";"Missing reference in file 1";"RAV0164473"
"LO10016101:1991_22:5";"132";"Missing reference in file 2";"MIL0599352"
"LO10016101:1991_22:5";"132";"Missing reference in file 2";"BVE0652646"
"LO10016101:1991_22:5";"132";"Missing reference in file 1";"CFI0111639"
"LO10016101:1991_22:5";"132";"Missing reference in file 1";"VEA0053064"
"LO10016101:1991_22:5";"133";"Missing reference in file 2";"PUV0589915"
"LO10016101:1991_22:5";"133";"Missing reference in file 1";"PUV0913148"
"LO10016101:1991_22:5";"133";"Missing reference in file 1";"PUV0267015"
"LO10016101:1991_22:5";"134";"Missing reference in file 1";"SBL0109491"
"LO10016101:1991_22:5";"134";"Missing reference in file 1";"SBL0009635"
"LO10016101:1991_22:5";"135";"Missing reference in file 1";"RAV0164473"
"LO10016101:1991_22:5";"135";"Missing reference in file 1";"IEI0005761"
"LO10016101:1991_22:5";"136";"Missing reference in file 2";"CAG0425237"
"LO10016101:1991_22:5";"136";"Missing reference in file 1";"SBL0183541"
"LO10016101:1991_22:5";"136";"Missing reference in file 1";"UMC0057364"
"LO10016101:1991_22:5";"136";"Missing reference in file 1";"LO10016777"
"LO10016101:1991_22:5";"136";"Missing reference in file 1";"LO10016777"
"LO10016101:1991_22:5";"136";"Missing reference in file 1";"CFI0102001"
"LO10016101:1991_22:5";"136";"Missing reference in file 1";"TO00013880"
"LO10016101:1991_22:5";"136";"Missing reference in file 1";"PUV0514385"
"LO10016101:1991_22:5";"136";"Missing reference in file 1";"RAV0164473"
"LO10016101:1991_22:5";"137";"Missing reference in file 1";"CFI0059405"
"LO10016101:1991_22:5";"138";"Missing reference in file 2";"TO00044848"
"LO10016101:1991_22:5";"138";"Missing reference in file 2";"VIA0091641"
"LO10016101:1991_22:5";"138";"Missing reference in file 1";"RMLE011628"
"LO10016101:1991_22:5";"138";"Missing reference in file 1";"VBAE000001"
"LO10016101:1991_22:5";"138";"Missing reference in file 1";"LO11492157"
"LO10016101:1991_22:5";"138";"Missing reference in file 1";"PUV0527195"
"LO10016101:1991_22:5";"138";"Missing reference in file 1";"TO00067420"
"LO10016101:1991_22:5";"138";"Missing reference in file 1";"TO00044660"
"LO10016101:1991_22:5";"139";"Missing page in file 1";""
"LO10016101:1991_22:5";"140";"Missing reference in file 1";"CFI0166034"
"LO10016101:1991_22:5";"140";"Missing reference in file 1";"UFI0311470"
"LO10016101:1991_22:5";"140";"Missing reference in file 1";"LO10016101"
"LO10016101:1991_22:5";"140";"Missing reference in file 1";"RAV0073119"
"LO10016101:1991_22:5";"142";"Missing reference in file 2";"SBL0614236"
"LO10016101:1991_22:5";"142";"Missing reference in file 2";"VEA0053400"
"LO10016101:1991_22:5";"142";"Missing reference in file 1";"VEA0053396"
"LO10016101:1991_22:5";"143";"Missing reference in file 1";"BRI0024923"
"LO10016101:1991_22:5";"148";"Missing reference in file 1";"CUB0624067"
"LO10016101:1991_22:5";"150";"Missing reference in file 1";"VIA0031948"
"LO10016101:1991_22:5";"152";"Missing reference in file 1";"SBL0486868"
"LO10016101:1991_22:5";"152";"Missing reference in file 1";"FER0028643"
"LO10016101:1991_22:5";"152";"Missing reference in file 1";"SBL0504431"
"LO10016101:1991_22:5";"152";"Missing reference in file 1";"RAV0164473"
"LO10016101:1991_22:5";"152";"Missing reference in file 1";"LO10016101"
"LO10016101:1991_22:5";"154";"Missing reference in file 2";"BVE0650639"
"LO10016101:1991_22:5";"154";"Missing reference in file 1";"CFI0056621"
"LO10016101:1991_22:5";"155";"Missing reference in file 1";"VIAE022426"
"LO10016101:1991_22:5";"155";"Missing reference in file 1";"TO00980175"
"LO10016101:1991_22:5";"156";"Missing reference in file 1";"RAV0101756"
"LO10016101:1991_22:5";"157";"Missing reference in file 1";"RAV0032623"
"LO10016101:1991_22:5";"159";"Missing reference in file 1";"RAV0100109"
"LO10016101:1991_22:5";"160";"Missing reference in file 2";"LO10016777"
"LO10016101:1991_22:5";"160";"Missing reference in file 1";"VIA0031948"
"LO10016101:1991_22:5";"160";"Missing reference in file 1";"LO10015953"
"LO10016101:1991_22:5";"160";"Missing reference in file 1";"LO10015953"
"LO10016101:1991_22:5";"160";"Missing reference in file 1";"LO10016101"
"LO10016101:1991_22:5";"160";"Missing reference in file 1";"LO10016090"
"LO10016101:1991_22:5";"161";"Missing reference in file 2";"RMS2672491"
"LO10016101:1991_22:5";"161";"Missing reference in file 2";"VEA0118196"
"LO10016101:1991_22:5";"161";"Missing reference in file 1";"VEA0118195"
"LO10016101:1991_22:5";"161";"Missing reference in file 1";"VIA0031948"
"LO10016101:1991_22:5";"161";"Missing reference in file 1";"RAV0006199"
"LO10016101:1991_22:5";"161";"Missing reference in file 1";"RAV0006199"
"LO10016101:1991_22:5";"162";"Missing reference in file 1";"LO10058269"
"LO10016101:1991_22:5";"163";"Missing reference in file 1";"BVEE016304"
"LO10016101:1991_22:5";"163";"Missing reference in file 1";"LO1E030234"
"LO10016101:1991_22:5";"163";"Missing reference in file 1";"TSAE012661"
"LO10016101:1991_22:5";"164";"Missing page in file 1";""
"LO10016101:1991_22:5";"165";"Missing reference in file 2";"RML0057926"
"LO10016101:1991_22:5";"165";"Missing reference in file 1";"SBL0103299"
"LO10016101:1991_22:5";"167";"Missing reference in file 2";"NAP0141886"
"LO10016101:1991_22:5";"167";"Missing reference in file 2";"MILE010757"
"LO10016101:1991_22:5";"167";"Missing reference in file 2";"RAVE039092"
"LO10016101:1991_22:5";"167";"Missing reference in file 2";"SBL0368922"
"LO10016101:1991_22:5";"167";"Missing reference in file 1";"UBOE033828"
"LO10016101:1991_22:5";"167";"Missing reference in file 1";"MILE010752"
"LO10016101:1991_22:5";"167";"Missing reference in file 1";"CFI0026056"
"LO10016101:1991_22:5";"170";"Missing reference in file 2";"LO10389759"
"LO10016101:1991_22:5";"170";"Missing reference in file 1";"LO10389758"
"LO10016101:1991_22:5";"170";"Missing reference in file 1";"CUB0265380"
"LO10016101:1991_22:5";"170";"Missing reference in file 1";"BRI0024801"
"LO10016101:1991_22:5";"171";"Missing reference in file 2";"LO10370728"
"LO10016101:1991_22:5";"171";"Missing reference in file 1";"IEI0024682"
"LO10016101:1991_22:5";"174";"Missing reference in file 1";"VEAE129210"
"LO10016101:1991_22:5";"174";"Missing reference in file 1";"UFI0257758"
"LO10016101:1991_22:5";"179";"Missing reference in file 2";"PUV0184788"
"LO10016101:1991_22:5";"179";"Missing reference in file 1";"TO00005655"
"LO10016101:1991_22:5";"181";"Missing reference in file 2";"TO00035158"
"LO10016101:1991_22:5";"181";"Missing reference in file 1";"TO00005655"
"LO10016101:1991_22:5";"182";"Missing reference in file 2";"PUV0108595"
"LO10016101:1991_22:5";"182";"Missing reference in file 2";"RML0226508"
"LO10016101:1991_22:5";"182";"Missing reference in file 1";"PUV0182272"
"LO10016101:1991_22:5";"184";"Missing reference in file 1";"CFI0028765"
"LO10016101:1991_22:5";"187";"Missing reference in file 2";"PUVE000904"
"LO10016101:1991_22:5";"187";"Missing reference in file 1";"PUVE000889"
"LO10016101:1970_12:8";"155";"Missing reference in file 2";"PUV0326940"
"LO10016101:1970_12:8";"155";"Missing reference in file 1";"RML0350580"
"LO10016101:1970_12:8";"155";"Missing reference in file 1";"CUB0244909"
"LO10016101:1970_12:8";"155";"Missing reference in file 1";"CUB0584020"
"LO10016101:1970_12:8";"155";"Missing reference in file 1";"NAP0091533"
"LO10016101:1970_12:8";"155";"Missing reference in file 1";"PAL0086303"
"LO10016101:1970_12:8";"156";"Missing reference in file 2";"CFI0493802"
"LO10016101:1970_12:8";"156";"Missing reference in file 2";"SBL0213801"
"LO10016101:1970_12:8";"156";"Missing reference in file 2";"UMC0025087"
"LO10016101:1970_12:8";"156";"Missing reference in file 2";"VEA0053824"
"LO10016101:1970_12:8";"156";"Missing reference in file 1";"PUV0828023"
"LO10016101:1970_12:8";"156";"Missing reference in file 1";"SBL0647610"
"LO10016101:1970_12:8";"156";"Missing reference in file 1";"VEA0118541"
"LO10016101:1970_12:8";"156";"Missing reference in file 1";"SBL0420073"
"LO10016101:1970_12:8";"156";"Missing reference in file 1";"VEA0143818"
"LO10016101:1970_12:8";"158";"Missing reference in file 2";"TO00198300"
"LO10016101:1970_12:8";"158";"Missing reference in file 1";"MIL0012165"
"LO10016101:1970_12:8";"158";"Missing reference in file 1";"VEA0053817"
"LO10016101:1970_12:8";"158";"Missing reference in file 1";"VIA0002481"
"LO10016101:1970_12:8";"158";"Missing reference in file 1";"PUV0239733"
"LO10016101:1970_12:8";"158";"Missing reference in file 1";"TO00094556"
"LO10016101:1970_12:8";"158";"Missing reference in file 1";"RMS0036275"
"LO10016101:1970_12:8";"158";"Missing reference in file 1";"CSA0010799"
"LO10016101:1970_12:8";"158";"Missing reference in file 1";"SBL0647611"
"LO10016101:1970_12:8";"160";"Missing reference in file 1";"CSA0010400"
"LO10016101:1970_12:8";"160";"Missing reference in file 1";"TO00198300"
"LO10016101:1970_12:8";"160";"Missing reference in file 1";"MIL0181431"
"LO10016101:1970_12:8";"160";"Missing reference in file 1";"SBL0664167"
"LO10016101:1970_12:8";"160";"Missing reference in file 1";"RML0198084"
"LO10016101:1970_12:8";"161";"Missing reference in file 1";"CFI0757666"
"LO10016101:1970_12:8";"161";"Missing reference in file 1";"CUB0169486"
"LO10016101:1970_12:8";"161";"Missing reference in file 1";"RML0060196"
"LO10016101:1970_12:8";"162";"Missing reference in file 2";"TO01499432"
"LO10016101:1970_12:8";"162";"Missing reference in file 1";"CAG0655637"
"LO10016101:1970_12:8";"162";"Missing reference in file 1";"MIL0438437"
"LO10016101:1970_12:8";"162";"Missing reference in file 1";"PUV0488155"
"LO10016101:1970_12:8";"166";"Missing reference in file 2";"TO0E047394"
"LO10016101:1970_12:8";"166";"Missing reference in file 1";"MIL0012165"
"LO10016101:1970_12:8";"167";"Missing reference in file 2";"PUV0312504"
"LO10016101:1970_12:8";"167";"Missing reference in file 2";"MIL0012165"
